{'deploy': True, 'tag': 'minLM', 'run_name': 'run2', 'seed': 0, 'device': 'cuda:0', 'total_iters': 600000, 'data': {'bs': 32, 'tokenizer': 'openai-community/gpt2', 'subsample': 1.0, 'min_len': 0, 'nworkers': 2}, 'net': {'compile': True, 'vocab_size': 50258, 'context_size': 512, 'n_layer': 12, 'n_head': 12, 'n_embd': 1080, 'dropout': 0.0, 'bias': False}, 'optimizer': {'learning_rate': 0.0003, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'grad_accumulation': 40, 'ignore_eos': False, 'use_scaler': True, 'warmup_iters': 0, 'decay_lr': True, 'min_lr': 3e-05}, 'log': {'eval_interval': 5000, 'log_interval': 500, 'save_interval': 50000}}
num decayed parameter tensors: 50, with 222,793,200 parameters
num non-decayed parameter tensors: 25, with 27,000 parameters
using fused AdamW: True
Iter 0 | Perplexity: 57534.89453125
Epoch 0.0
Iter 0 | LR: 0.0003 | Loss: inf
Iter 165500 | LR: 0.00025240643672061924 | Loss: 0.7092178308963777
Iter 166000 | LR: 0.0002521367878427333 | Loss: 0.7088235694915056
Iter 166500 | LR: 0.00025186654173906014 | Loss: 0.7120964096486566
Iter 167000 | LR: 0.0002515957002618363 | Loss: 0.7105854585766791
Iter 167500 | LR: 0.0002513242652673789 | Loss: 0.7194380722194904
Iter 168000 | LR: 0.00025105223861607306 | Loss: 0.716522451937199
Iter 168500 | LR: 0.000250779622172359 | Loss: 0.7178876224160197
Iter 169000 | LR: 0.0002505064178047192 | Loss: 0.7153357771039008
Iter 169500 | LR: 0.00025023262738566596 | Loss: 0.7161620437353844
Iter 170000 | Perplexity: 24.403671264648438
Iter 170000 | LR: 0.00024995825279172803 | Loss: 0.7176307739317415
Iter 170500 | LR: 0.0002496832959034382 | Loss: 0.7191153029352433
Iter 171000 | LR: 0.0002494077586053202 | Loss: 0.724231590032578
Iter 171500 | LR: 0.0002491316427858758 | Loss: 0.726341786757111
Iter 172000 | LR: 0.00024885495033757183 | Loss: 0.7279986937344073
Iter 172500 | LR: 0.0002485776831568276 | Loss: 0.7283762709796432
Iter 173000 | LR: 0.00024829984314400107 | Loss: 0.7144733450561762
Iter 173500 | LR: 0.0002480214322033767 | Loss: 0.7155114877969024
Iter 174000 | LR: 0.0002477424522431518 | Loss: 0.7173288874328138
Iter 174500 | LR: 0.0002474629051754239 | Loss: 0.7197501598298548
Iter 175000 | Perplexity: 24.098718643188477
Iter 175000 | LR: 0.00024718279291617725 | Loss: 0.7272948597371577
Iter 175500 | LR: 0.0002469021173852699 | Loss: 0.7234055513143534
Iter 176000 | LR: 0.0002466208805064206 | Loss: 0.7241674616187813
Iter 176500 | LR: 0.00024633908420719524 | Loss: 0.7260856352746482
Iter 177000 | LR: 0.0002460567304189943 | Loss: 0.723017680570483
Iter 177500 | LR: 0.00024577382107703895 | Loss: 0.7267644322663536
Iter 178000 | LR: 0.0002454903581203581 | Loss: 0.7186905670166018
Iter 178500 | LR: 0.00024520634349177515 | Loss: 0.7269156832247976
Iter 179000 | LR: 0.0002449217791378946 | Loss: 0.7271118763089182
Iter 179500 | LR: 0.00024463666700908865 | Loss: 0.7246420065313579
Iter 180000 | Perplexity: 23.443058013916016
Iter 180000 | LR: 0.00024435100905948387 | Loss: 0.7234312514960767
Iter 180500 | LR: 0.00024406480724694783 | Loss: 0.7264541427046058
Iter 181000 | LR: 0.0002437780635330758 | Loss: 0.7387752629816532
Iter 181500 | LR: 0.0002434907798831771 | Loss: 0.7243928398936994
Iter 182000 | LR: 0.0002432029582662616 | Loss: 0.7223356427252298
Iter 182500 | LR: 0.0002429146006550265 | Loss: 0.7264503230154513
Iter 183000 | LR: 0.00024262570902584257 | Loss: 0.7325852349400517
Iter 183500 | LR: 0.00024233628535874068 | Loss: 0.7294897191971543
Iter 184000 | LR: 0.00024204633163739828 | Loss: 0.7180134562402963
Iter 184500 | LR: 0.0002417558498491256 | Loss: 0.7273803084343674
Iter 185000 | Perplexity: 23.587648391723633
Iter 185000 | LR: 0.00024146484198485238 | Loss: 0.7326166392862801
Iter 185500 | LR: 0.00024117331003911397 | Loss: 0.7327998536825185
Iter 186000 | LR: 0.00024088125601003758 | Loss: 0.7259640885889536
Iter 186500 | LR: 0.0002405886818993289 | Loss: 0.728781406357884
Iter 187000 | LR: 0.00024029558971225815 | Loss: 0.729668548181653
Iter 187500 | LR: 0.00024000198145764624 | Loss: 0.7326680544763806
Iter 188000 | LR: 0.00023970785914785141 | Loss: 0.7285508695244789
Epoch 7.0
Iter 188500 | LR: 0.00023941322479875498 | Loss: 0.6889869734644898
Iter 189000 | LR: 0.00023911808042974774 | Loss: 0.6820519588887693
Iter 189500 | LR: 0.00023882242806371625 | Loss: 0.6707434459775692
Iter 190000 | Perplexity: 24.26632308959961
Iter 190000 | LR: 0.00023852626972702863 | Loss: 0.6736755669116968
Iter 190500 | LR: 0.00023822960744952098 | Loss: 0.6804726333171123
Iter 191000 | LR: 0.0002379324432644834 | Loss: 0.6793303094804287
Iter 191500 | LR: 0.00023763477920864584 | Loss: 0.6759732870012525
Iter 192000 | LR: 0.0002373366173221645 | Loss: 0.6823119141906505
Iter 192500 | LR: 0.00023703795964860751 | Loss: 0.6789890590310101
Iter 193000 | LR: 0.00023673880823494114 | Loss: 0.6802987948805096
Iter 193500 | LR: 0.00023643916513151568 | Loss: 0.6824620424956082
Iter 194000 | LR: 0.00023613903239205145 | Loss: 0.6822080091387032
Iter 194500 | LR: 0.00023583841207362456 | Loss: 0.6846620588004582
Iter 195000 | Perplexity: 24.52975845336914
Iter 195000 | LR: 0.00023553730623665305 | Loss: 0.6854198957979679
Iter 195500 | LR: 0.00023523571694488265 | Loss: 0.692239034771919
Iter 196000 | LR: 0.00023493364626537254 | Loss: 0.6860543014109126
Iter 196500 | LR: 0.00023463109626848137 | Loss: 0.6946149881184096
Iter 197000 | LR: 0.00023432806902785292 | Loss: 0.6916844106465578
Iter 197500 | LR: 0.00023402456662040196 | Loss: 0.6920088285207748
Iter 198000 | LR: 0.0002337205911263001 | Loss: 0.6824786950647831
Iter 198500 | LR: 0.00023341614462896122 | Loss: 0.6956537721306092
Iter 199000 | LR: 0.00023311122921502753 | Loss: 0.6886602142453192
Iter 199500 | LR: 0.00023280584697435525 | Loss: 0.6873095623403791
Iter 200000 | Perplexity: 24.197832107543945
Iter 200000 | LR: 0.00023249999999999996 | Loss: 0.6918806463480008
Iter 200500 | LR: 0.0002321936903882026 | Loss: 0.6924740742146969
Iter 201000 | LR: 0.000231886920238375 | Loss: 0.6957899970561259
Iter 201500 | LR: 0.00023157969165308532 | Loss: 0.6950432353466751
Iter 202000 | LR: 0.00023127200673804396 | Loss: 0.7026900276541705
Iter 202500 | LR: 0.0002309638676020889 | Loss: 0.7024352245032778
Iter 203000 | LR: 0.00023065527635717116 | Loss: 0.6960455579310658
Iter 203500 | LR: 0.0002303462351183407 | Loss: 0.7008920454233886
Iter 204000 | LR: 0.0002300367460037315 | Loss: 0.6971925786882641
Iter 204500 | LR: 0.00022972681113454734 | Loss: 0.6956257767975336
Iter 205000 | Perplexity: 24.143260955810547
Iter 205000 | LR: 0.0002294164326350471 | Loss: 0.6924069012701517
Iter 205500 | LR: 0.00022910561263253022 | Loss: 0.6992160938680175
Iter 206000 | LR: 0.00022879435325732226 | Loss: 0.6927503322809935
Iter 206500 | LR: 0.00022848265664276006 | Loss: 0.7011786413192755
Iter 207000 | LR: 0.0002281705249251774 | Loss: 0.7011311940848823
Iter 207500 | LR: 0.00022785796024389 | Loss: 0.6972674819082022
Iter 208000 | LR: 0.0002275449647411813 | Loss: 0.7046969731152061
Iter 208500 | LR: 0.0002272315405622874 | Loss: 0.6979254387319084
Iter 209000 | LR: 0.00022691768985538252 | Loss: 0.7038620223104955
Iter 209500 | LR: 0.0002266034147715642 | Loss: 0.6987601793557408
Iter 210000 | Perplexity: 23.701658248901367
Iter 210000 | LR: 0.00022628871746483876 | Loss: 0.7108122545480726
Iter 210500 | LR: 0.00022597360009210632 | Loss: 0.7051896978914741
Iter 211000 | LR: 0.00022565806481314598 | Loss: 0.6990426371246578
Iter 211500 | LR: 0.00022534211379060133 | Loss: 0.6998376036435374
Iter 212000 | LR: 0.00022502574918996517 | Loss: 0.7014804951101534
Iter 212500 | LR: 0.00022470897317956515 | Loss: 0.703932843282818
Iter 213000 | LR: 0.0002243917879305485 | Loss: 0.7021745184808967
Iter 213500 | LR: 0.00022407419561686748 | Loss: 0.7072001006454226
Iter 214000 | LR: 0.0002237561984152642 | Loss: 0.7013134402036665
Iter 214500 | LR: 0.0002234377985052559 | Loss: 0.6976795977354049
Epoch 8.0
Iter 215000 | Perplexity: 23.72165870666504
Iter 215000 | LR: 0.00022311899806911982 | Loss: 0.7051319427788262
Iter 215500 | LR: 0.00022279979929187857 | Loss: 0.6478599306941031
Iter 216000 | LR: 0.00022248020436128478 | Loss: 0.6479206456989047
Iter 216500 | LR: 0.0002221602154678063 | Loss: 0.6415776725858452
Iter 217000 | LR: 0.00022183983480461125 | Loss: 0.6419439673423768
Iter 217500 | LR: 0.00022151906456755277 | Loss: 0.6491952314972885
Iter 218000 | LR: 0.00022119790695515414 | Loss: 0.6495387469977143
Iter 218500 | LR: 0.00022087636416859367 | Loss: 0.6461406859755519
Iter 219000 | LR: 0.00022055443841168966 | Loss: 0.6578489568829536
Iter 219500 | LR: 0.00022023213189088515 | Loss: 0.6467757254838945
Iter 220000 | Perplexity: 25.05775260925293
Iter 220000 | LR: 0.00021990944681523302 | Loss: 0.6529820784181355
Iter 220500 | LR: 0.00021958638539638055 | Loss: 0.6571991635859012
Iter 221000 | LR: 0.0002192629498485546 | Loss: 0.6573782349377869
Iter 221500 | LR: 0.00021893914238854616 | Loss: 0.659199698716402
Iter 222000 | LR: 0.00021861496523569533 | Loss: 0.6581072450429206
Iter 222500 | LR: 0.00021829042061187603 | Loss: 0.6602271784096959
Iter 223000 | LR: 0.00021796551074148074 | Loss: 0.6624737461656327
Iter 223500 | LR: 0.00021764023785140538 | Loss: 0.6639604049921035
Iter 224000 | LR: 0.00021731460417103387 | Loss: 0.6614737121760845
Iter 224500 | LR: 0.000216988611932223 | Loss: 0.6653475279361009
Iter 225000 | Perplexity: 24.715547561645508
Iter 225000 | LR: 0.00021666226336928708 | Loss: 0.6678034423291684
Iter 225500 | LR: 0.00021633556071898262 | Loss: 0.6711064042896032
Iter 226000 | LR: 0.00021600850622049305 | Loss: 0.6652429807931178
Iter 226500 | LR: 0.0002156811021154132 | Loss: 0.6695986769348382
Iter 227000 | LR: 0.00021535335064773418 | Loss: 0.662681378796696
Iter 227500 | LR: 0.00021502525406382787 | Loss: 0.6653969185799355
Iter 228000 | LR: 0.00021469681461243153 | Loss: 0.6679228204488756
Iter 228500 | LR: 0.00021436803454463228 | Loss: 0.6647193670272822
Iter 229000 | LR: 0.00021403891611385207 | Loss: 0.6661231117695565
Iter 229500 | LR: 0.0002137094615758316 | Loss: 0.6716949027776714
Iter 230000 | Perplexity: 24.721771240234375
Iter 230000 | LR: 0.00021337967318861548 | Loss: 0.6711962980777028
Iter 230500 | LR: 0.00021304955321253642 | Loss: 0.6718907881528136
Iter 231000 | LR: 0.0002127191039101997 | Loss: 0.6696567326784129
Iter 231500 | LR: 0.00021238832754646785 | Loss: 0.6675261635333302
Iter 232000 | LR: 0.00021205722638844502 | Loss: 0.6753503900766373
Iter 232500 | LR: 0.00021172580270546152 | Loss: 0.6705400237441066
Iter 233000 | LR: 0.00021139405876905817 | Loss: 0.6787419553846126
Iter 233500 | LR: 0.00021106199685297068 | Loss: 0.6683934105932708
Iter 234000 | LR: 0.00021072961923311432 | Loss: 0.6702349795401107
Iter 234500 | LR: 0.00021039692818756805 | Loss: 0.6783226086944332
Iter 235000 | Perplexity: 24.9240665435791
Iter 235000 | LR: 0.00021006392599655902 | Loss: 0.6701392456889156
Iter 235500 | LR: 0.00020973061494244702 | Loss: 0.6690307815372944
Iter 236000 | LR: 0.0002093969973097087 | Loss: 0.6753707554191347
Iter 236500 | LR: 0.0002090630753849219 | Loss: 0.6776437585800883
Iter 237000 | LR: 0.00020872885145675014 | Loss: 0.6743919903039933
Iter 237500 | LR: 0.00020839432781592679 | Loss: 0.6769335719197987
Iter 238000 | LR: 0.0002080595067552394 | Loss: 0.6742903796583423
Iter 238500 | LR: 0.0002077243905695141 | Loss: 0.6758272659033534
Iter 239000 | LR: 0.00020738898155559963 | Loss: 0.6794514920562507
Iter 239500 | LR: 0.00020705328201235188 | Loss: 0.6769024229049684
Iter 240000 | Perplexity: 24.755355834960938
Iter 240000 | LR: 0.00020671729424061788 | Loss: 0.6781657640635964
Iter 240500 | LR: 0.0002063810205432202 | Loss: 0.6808387365937234
Iter 241000 | LR: 0.00020604446322494113 | Loss: 0.6753057191520927
Iter 241500 | LR: 0.00020570762459250688 | Loss: 0.6853884045034653
Epoch 9.0
Iter 242000 | LR: 0.00020537050695457166 | Loss: 0.656120569631457
Iter 242500 | LR: 0.00020503311262170203 | Loss: 0.6126786419004203
Iter 243000 | LR: 0.000204695443906361 | Loss: 0.6122659196704627
Iter 243500 | LR: 0.00020435750312289213 | Loss: 0.6125793065130707
Iter 244000 | LR: 0.00020401929258750362 | Loss: 0.6179160767048598
Iter 244500 | LR: 0.00020368081461825276 | Loss: 0.6167326135188345
Iter 245000 | Perplexity: 25.888662338256836
Iter 245000 | LR: 0.00020334207153502955 | Loss: 0.6226011341810227
Iter 245500 | LR: 0.00020300306565954114 | Loss: 0.6167254032939675
Iter 246000 | LR: 0.00020266379931529593 | Loss: 0.6275902821123593
Iter 246500 | LR: 0.0002023242748275874 | Loss: 0.6268324533849955
Iter 247000 | LR: 0.00020198449452347837 | Loss: 0.6254646366834633
Iter 247500 | LR: 0.00020164446073178498 | Loss: 0.6306477929651737
Iter 248000 | LR: 0.00020130417578306082 | Loss: 0.6324556101858605
Iter 248500 | LR: 0.00020096364200958083 | Loss: 0.6307339216768747
Iter 249000 | LR: 0.00020062286174532532 | Loss: 0.6300858154147861
Iter 249500 | LR: 0.00020028183732596406 | Loss: 0.6384147385507823
Iter 250000 | Perplexity: 25.783803939819336
Iter 250000 | LR: 0.00019994057108884027 | Loss: 0.6384276986122129
Iter 250500 | LR: 0.0001995990653729545 | Loss: 0.6325898068398234
Iter 251000 | LR: 0.00019925732251894874 | Loss: 0.6396427652239793
Iter 251500 | LR: 0.00019891534486909016 | Loss: 0.6338104603439568
Iter 252000 | LR: 0.0001985731347672554 | Loss: 0.6324817268550398
Iter 252500 | LR: 0.00019823069455891405 | Loss: 0.6438129092007872
Iter 253000 | LR: 0.000197888026591113 | Loss: 0.6393251349776979
Iter 253500 | LR: 0.0001975451332124602 | Loss: 0.637387276440859
Iter 254000 | LR: 0.0001972020167731084 | Loss: 0.6388969636708499
Iter 254500 | LR: 0.00019685867962473925 | Loss: 0.6374253156781199
Iter 255000 | Perplexity: 25.927547454833984
Iter 255000 | LR: 0.00019651512412054723 | Loss: 0.6439967706799508
Iter 255500 | LR: 0.00019617135261522313 | Loss: 0.6433627627789976
Iter 256000 | LR: 0.0001958273674649385 | Loss: 0.6432921924442053
Iter 256500 | LR: 0.00019548317102732898 | Loss: 0.6478618212789302
Iter 257000 | LR: 0.00019513876566147842 | Loss: 0.6446446780115362
Iter 257500 | LR: 0.00019479415372790265 | Loss: 0.6460239829123021
Iter 258000 | LR: 0.00019444933758853324 | Loss: 0.6431529738008971
Iter 258500 | LR: 0.00019410431960670144 | Loss: 0.6479562570899723
Iter 259000 | LR: 0.00019375910214712182 | Loss: 0.643123341947794
Iter 259500 | LR: 0.0001934136875758762 | Loss: 0.6436946810781948
Iter 260000 | Perplexity: 25.6503963470459
Iter 260000 | LR: 0.00019306807826039745 | Loss: 0.6521327904611822
Iter 260500 | LR: 0.00019272227656945312 | Loss: 0.6475436879694472
Iter 261000 | LR: 0.00019237628487312914 | Loss: 0.6435814017057422
Iter 261500 | LR: 0.00019203010554281398 | Loss: 0.6484741787612438
Iter 262000 | LR: 0.000191683740951182 | Loss: 0.6490281456708906
Iter 262500 | LR: 0.0001913371934721773 | Loss: 0.6536459147930146
Iter 263000 | LR: 0.00019099046548099748 | Loss: 0.654528394713998
Iter 263500 | LR: 0.0001906435593540774 | Loss: 0.6389938887208699
Iter 264000 | LR: 0.0001902964774690728 | Loss: 0.654104762002826
Iter 264500 | LR: 0.00018994922220484406 | Loss: 0.6523883998394012
Iter 265000 | Perplexity: 25.172992706298828
Iter 265000 | LR: 0.00018960179594143992 | Loss: 0.652200737074018
Iter 265500 | LR: 0.000189254201060081 | Loss: 0.6540950229018929
Iter 266000 | LR: 0.00018890643994314373 | Loss: 0.6526754840463395
Iter 266500 | LR: 0.0001885585149741439 | Loss: 0.6515339036285881
Iter 267000 | LR: 0.00018821042853772024 | Loss: 0.650916401445866
Iter 267500 | LR: 0.00018786218301961827 | Loss: 0.651647154837847
Iter 268000 | LR: 0.00018751378080667378 | Loss: 0.6544822071492679
Iter 268500 | LR: 0.00018716522428679648 | Loss: 0.6534386833757159
Epoch 10.0
Iter 269000 | LR: 0.00018681651584895374 | Loss: 0.6233036021888255
Iter 269500 | LR: 0.00018646765788315415 | Loss: 0.5917873211950064
Iter 270000 | Perplexity: 26.889328002929688
Iter 270000 | LR: 0.00018611865278043115 | Loss: 0.5898163980990647
Iter 270500 | LR: 0.00018576950293282664 | Loss: 0.5907740110903976
Iter 271000 | LR: 0.0001854202107333746 | Loss: 0.5919417380541564
Iter 271500 | LR: 0.0001850707785760846 | Loss: 0.5897251202166086
Iter 272000 | LR: 0.00018472120885592555 | Loss: 0.5919919926673168
Iter 272500 | LR: 0.00018437150396880916 | Loss: 0.5998948007076974
Iter 273000 | LR: 0.00018402166631157363 | Loss: 0.5990230529010293
Iter 273500 | LR: 0.00018367169828196705 | Loss: 0.5959280052781102
Iter 274000 | LR: 0.00018332160227863106 | Loss: 0.5993664815276856
Iter 274500 | LR: 0.00018297138070108454 | Loss: 0.6013247952610254
Iter 275000 | Perplexity: 27.3205623626709
Iter 275000 | LR: 0.00018262103594970697 | Loss: 0.6035407989472155
Iter 275500 | LR: 0.00018227057042572196 | Loss: 0.6084437023103233
Iter 276000 | LR: 0.00018191998653118105 | Loss: 0.6025896161794665
Iter 276500 | LR: 0.00018156928666894699 | Loss: 0.6071646725386383
Iter 277000 | LR: 0.00018121847324267733 | Loss: 0.607699770480394
Iter 277500 | LR: 0.00018086754865680806 | Loss: 0.6076124148070813
Iter 278000 | LR: 0.00018051651531653698 | Loss: 0.6111073148995642
Iter 278500 | LR: 0.00018016537562780727 | Loss: 0.6136089897155763
Iter 279000 | LR: 0.00017981413199729106 | Loss: 0.6132537215948106
Iter 279500 | LR: 0.0001794627868323729 | Loss: 0.6070233899354932
Iter 280000 | Perplexity: 27.47475814819336
Iter 280000 | LR: 0.0001791113425411332 | Loss: 0.6111845204979178
Iter 280500 | LR: 0.00017875980153233173 | Loss: 0.6146673728525639
Iter 281000 | LR: 0.00017840816621539124 | Loss: 0.6126434969902034
Iter 281500 | LR: 0.0001780564390003808 | Loss: 0.6112452562898404
Iter 282000 | LR: 0.00017770462229799944 | Loss: 0.6107248480618
Iter 282500 | LR: 0.0001773527185195593 | Loss: 0.6080243010073904
Iter 283000 | LR: 0.0001770007300769696 | Loss: 0.6200318491458899
Iter 283500 | LR: 0.00017664865938271966 | Loss: 0.6184633733332152
Iter 284000 | LR: 0.0001762965088498626 | Loss: 0.6178015519678597
Iter 284500 | LR: 0.00017594428089199872 | Loss: 0.6160899178683763
Iter 285000 | Perplexity: 26.895002365112305
Iter 285000 | LR: 0.00017559197792325906 | Loss: 0.6199545967578876
Iter 285500 | LR: 0.00017523960235828865 | Loss: 0.6221060950309046
Iter 286000 | LR: 0.00017488715661223025 | Loss: 0.6209811896830797
Iter 286500 | LR: 0.00017453464310070749 | Loss: 0.6184076058119531
Iter 287000 | LR: 0.00017418206423980848 | Loss: 0.6228177080303425
Iter 287500 | LR: 0.0001738294224460693 | Loss: 0.6281311818212266
Iter 288000 | LR: 0.0001734767201364573 | Loss: 0.6225575383007526
Iter 288500 | LR: 0.00017312395972835458 | Loss: 0.6213047418743376
Iter 289000 | LR: 0.00017277114363954156 | Loss: 0.6233984569460147
Iter 289500 | LR: 0.00017241827428818017 | Loss: 0.6299487008154395
Iter 290000 | Perplexity: 26.383848190307617
Iter 290000 | LR: 0.0001720653540927974 | Loss: 0.6188957852870223
Iter 290500 | LR: 0.0001717123854722688 | Loss: 0.6267034155875447
Iter 291000 | LR: 0.0001713593708458017 | Loss: 0.6217265251278876
Iter 291500 | LR: 0.00017100631263291895 | Loss: 0.6220619099587208
Iter 292000 | LR: 0.00017065321325344192 | Loss: 0.6267592807114133
Iter 292500 | LR: 0.00017030007512747425 | Loss: 0.6306579414755095
Iter 293000 | LR: 0.00016994690067538508 | Loss: 0.6276771635562186
Iter 293500 | LR: 0.00016959369231779256 | Loss: 0.6302848269045347
Iter 294000 | LR: 0.0001692404524755473 | Loss: 0.6339506121724844
Iter 294500 | LR: 0.00016888718356971552 | Loss: 0.6298773730546234
Iter 295000 | Perplexity: 26.435588836669922
Iter 295000 | LR: 0.00016853388802156287 | Loss: 0.6259066496044394
Iter 295500 | LR: 0.00016818056825253737 | Loss: 0.6256181491911409
Epoch 11.0
Iter 296000 | LR: 0.00016782722668425316 | Loss: 0.5705402719974518
Iter 296500 | LR: 0.00016747386573847387 | Loss: 0.5573285943269737
Iter 297000 | LR: 0.00016712048783709576 | Loss: 0.5611940582096573
Iter 297500 | LR: 0.00016676709540213146 | Loss: 0.5601417222619055
Iter 298000 | LR: 0.00016641369085569315 | Loss: 0.564237592667341
Iter 298500 | LR: 0.000166060276619976 | Loss: 0.5645608480274679
Iter 299000 | LR: 0.00016570685511724159 | Loss: 0.5654602357000112
Iter 299500 | LR: 0.00016535342876980143 | Loss: 0.5742972886562355
Iter 300000 | Perplexity: 28.65384292602539
Iter 300000 | LR: 0.00016499999999999997 | Loss: 0.5694867916405201
Iter 300500 | LR: 0.00016464657123019854 | Loss: 0.5733913925290115
Iter 301000 | LR: 0.0001642931448827583 | Loss: 0.5737350329011671
Iter 301500 | LR: 0.000163939723380024 | Loss: 0.5777232072502381
Iter 302000 | LR: 0.00016358630914430682 | Loss: 0.5814751629531382
Iter 302500 | LR: 0.0001632329045978685 | Loss: 0.5767541801184415
Iter 303000 | LR: 0.0001628795121629042 | Loss: 0.5798561727255579
Iter 303500 | LR: 0.0001625261342615261 | Loss: 0.5731782294809817
Iter 304000 | LR: 0.00016217277331574678 | Loss: 0.5796260519325738
Iter 304500 | LR: 0.00016181943174746263 | Loss: 0.5841961071640254
Iter 305000 | Perplexity: 29.058128356933594
Iter 305000 | LR: 0.00016146611197843713 | Loss: 0.586345358416439
Iter 305500 | LR: 0.00016111281643028442 | Loss: 0.5849571982026097
Iter 306000 | LR: 0.00016075954752445265 | Loss: 0.5818498912453651
Iter 306500 | LR: 0.00016040630768220736 | Loss: 0.579831511750817
Iter 307000 | LR: 0.00016005309932461487 | Loss: 0.593381807953119
Iter 307500 | LR: 0.00015969992487252575 | Loss: 0.5873585118353366
Iter 308000 | LR: 0.00015934678674655805 | Loss: 0.5898537324368959
Iter 308500 | LR: 0.00015899368736708102 | Loss: 0.5916176332533359
Iter 309000 | LR: 0.00015864062915419823 | Loss: 0.5865438271313906
Iter 309500 | LR: 0.00015828761452773118 | Loss: 0.5985276796668771
Iter 310000 | Perplexity: 28.76791000366211
Iter 310000 | LR: 0.00015793464590720254 | Loss: 0.5947454988956445
Iter 310500 | LR: 0.00015758172571181983 | Loss: 0.5889461615681647
Iter 311000 | LR: 0.0001572288563604584 | Loss: 0.5954023560136562
Iter 311500 | LR: 0.00015687604027164536 | Loss: 0.5895162065327173
Iter 312000 | LR: 0.00015652327986354268 | Loss: 0.5926152694970369
Iter 312500 | LR: 0.00015617057755393064 | Loss: 0.597728128880263
Iter 313000 | LR: 0.00015581793576019152 | Loss: 0.5962720809876917
Iter 313500 | LR: 0.0001554653568992925 | Loss: 0.6006195209175348
Iter 314000 | LR: 0.00015511284338776973 | Loss: 0.5916586632281544
Iter 314500 | LR: 0.0001547603976417113 | Loss: 0.5955111598968507
Iter 315000 | Perplexity: 28.43613052368164
Iter 315000 | LR: 0.0001544080220767409 | Loss: 0.6034482549875974
Iter 315500 | LR: 0.00015405571910800126 | Loss: 0.5972717325389387
Iter 316000 | LR: 0.0001537034911501374 | Loss: 0.5897547025978565
Iter 316500 | LR: 0.00015335134061728034 | Loss: 0.6015121687203646
Iter 317000 | LR: 0.00015299926992303037 | Loss: 0.5984508612751968
Iter 317500 | LR: 0.00015264728148044066 | Loss: 0.5951846677809957
Iter 318000 | LR: 0.00015229537770200055 | Loss: 0.6072317509353158
Iter 318500 | LR: 0.0001519435609996191 | Loss: 0.5999187318980692
Iter 319000 | LR: 0.00015159183378460876 | Loss: 0.6003556661307806
Iter 319500 | LR: 0.00015124019846766827 | Loss: 0.6052288452535864
Iter 320000 | Perplexity: 28.089191436767578
Iter 320000 | LR: 0.0001508886574588668 | Loss: 0.6070223958790302
Iter 320500 | LR: 0.00015053721316762706 | Loss: 0.6007408583909271
Iter 321000 | LR: 0.00015018586800270888 | Loss: 0.6067757613211874
Iter 321500 | LR: 0.00014983462437219268 | Loss: 0.5955262164026499
Iter 322000 | LR: 0.00014948348468346302 | Loss: 0.5996280822157865
Epoch 12.0
Iter 322500 | LR: 0.00014913245134319191 | Loss: 0.5981519414484497
Iter 323000 | LR: 0.0001487815267573226 | Loss: 0.5360650204867126
Iter 323500 | LR: 0.00014843071333105296 | Loss: 0.5347040039300918
Iter 324000 | LR: 0.0001480800134688189 | Loss: 0.535698578059673
Iter 324500 | LR: 0.00014772942957427799 | Loss: 0.5367799763381483
Iter 325000 | Perplexity: 30.959144592285156
Iter 325000 | LR: 0.00014737896405029306 | Loss: 0.5428189082443715
Iter 325500 | LR: 0.00014702861929891543 | Loss: 0.5407962398976086
Iter 326000 | LR: 0.0001466783977213689 | Loss: 0.5492434926331047
Iter 326500 | LR: 0.00014632830171803292 | Loss: 0.5409805054217578
Iter 327000 | LR: 0.00014597833368842631 | Loss: 0.5388341426104308
Iter 327500 | LR: 0.00014562849603119078 | Loss: 0.549334366172552
Iter 328000 | LR: 0.00014527879114407442 | Loss: 0.54541032359004
Iter 328500 | LR: 0.00014492922142391538 | Loss: 0.5552624820172787
Iter 329000 | LR: 0.00014457978926662538 | Loss: 0.5511400763690475
Iter 329500 | LR: 0.0001442304970671733 | Loss: 0.5472674446552989
Iter 330000 | Perplexity: 30.756223678588867
Iter 330000 | LR: 0.0001438813472195688 | Loss: 0.5536906117945909
Iter 330500 | LR: 0.00014353234211684585 | Loss: 0.550857695043087
Iter 331000 | LR: 0.00014318348415104625 | Loss: 0.5528946627676481
Iter 331500 | LR: 0.0001428347757132035 | Loss: 0.5624215580523013
Iter 332000 | LR: 0.0001424862191933262 | Loss: 0.5500423662364484
Iter 332500 | LR: 0.00014213781698038167 | Loss: 0.5601912423223256
Iter 333000 | LR: 0.00014178957146227967 | Loss: 0.5564464566111568
Iter 333500 | LR: 0.00014144148502585608 | Loss: 0.5578793440014121
Iter 334000 | LR: 0.00014109356005685624 | Loss: 0.5647805806994435
Iter 334500 | LR: 0.00014074579893991898 | Loss: 0.5697245375812057
Iter 335000 | Perplexity: 30.724071502685547
Iter 335000 | LR: 0.00014039820405856008 | Loss: 0.5594397091865534
Iter 335500 | LR: 0.00014005077779515588 | Loss: 0.5659856810420755
Iter 336000 | LR: 0.00013970352253092714 | Loss: 0.5678015936166048
Iter 336500 | LR: 0.00013935644064592257 | Loss: 0.5617974494397642
